"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 08 15:44:55 EDT 2023","Sat Apr 08 15:45:09 EDT 2023","14119","","Sign up","","","","Verify Hotel.com opens",""
